xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/p[537],.,978,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[539],(a),979,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[539],"As promptly as practicable on the day that the Offer is commenced, the Company shall, concurrently with or following the filing of the Schedule TO, file with the SEC and disseminate to holders of Shares a Tender Offer Solicitation/Recommendation Statement on Schedule 14D-9 (together with any exhibits, amendments or supplements thereto, the “",980,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[539]/b/u,Schedule 14D-9,981,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[539],"”) that, subject to Section 6.02, shall contain the Company Recommendation. Each of Parent, Merger Sub and the Company shall promptly correct any information provided by it for use in the Schedule 14D-9 if and to the extent that such information shall have become false or misleading in any material respect, and the Company shall use reasonable efforts to cause the Schedule 14D-9 as so corrected to promptly be filed with the SEC and to promptly be disseminated to holders of Shares, in each case as and to the extent required by applicable Law. Parent and Merger Sub shall promptly furnish or otherwise make available to the Company or its counsel any information concerning Parent or Merger Sub that is required by the Exchange Act or advisable to be set forth in the Schedule 14D-9. Unless the Company Board has made a Change of Recommendation, Parent and its counsel shall be given reasonable opportunity to review and comment on the Schedule 14D-9 and any amendment thereto prior to the filing thereof with the SEC. Unless the Company Board has made a Change of Recommendation, the Company shall provide Parent and its counsel with any comments (including a summary of any oral comments) the Company or its counsel may receive from the SEC or its staff with respect to the Schedule 14D-9 promptly after receipt of such comments. The Company shall give Parent and its counsel a reasonable opportunity to participate in the response to any comments of the SEC or its staff with respect to the Schedule 14D-9, except if the Company Board has made a Change of Recommendation in connection therewith, and the Company shall respond promptly to any such comments.",982,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[541],(b),983,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[541],"In connection with the Offer, the Company shall (or shall cause its transfer agent to) promptly furnish Parent with a list of its stockholders, mailing labels and any available listing or computer file containing the names and addresses of all record holders of Shares and lists of securities positions of Shares held in stock depositories, as of the most recent practicable date, (including lists of non-objecting beneficial owners), and shall provide to Parent such additional information (including updated lists of stockholders, mailing labels and lists of securities positions) as Parent may reasonably request from time to time in connection with the Offer. Parent and Merger Sub and their Representatives shall hold in confidence pursuant to the Confidentiality Agreement the information contained in any such labels, listings and files, shall use such information only in connection with the transactions contemplated by this Agreement and, if this Agreement shall be terminated, shall, upon request, deliver, and shall use their reasonable efforts to cause their Representatives to deliver, to the Company or destroy (at the Company’s election) all copies and any extracts or summaries from such information then in their possession or control.",984,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[543],(c),985,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[543],"Subject to Section 6.02, the Company consents to the inclusion in the Offer Documents of a description of the Company Recommendation.",986,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[545],Section 2.03.,987,/html/body/document/type/sequence/filename/description/text/p[545],Section 2.03.,ssn,44,"[0.3229900786862812, 0.07222222222222222, 0.04875215277777778, 0.00034211426616489907]",1.0,93.0,0.3229900786862812,0.07222222222222222,0.04875215277777778,0.00034211426616489907,0.3229900786862812,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[545]/u,The Merger,988,/html/body/document/type/sequence/filename/description/text/p[545]/u,The Merger,sst,45,"[0.3229900786862812, 0.1356173611111111, 0.04574111111111111, 0.00034211426616489907]",2.0,94.0,0.3229900786862812,0.1356173611111111,0.04574111111111111,0.00034211426616489907,0.3229900786862812,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[545],". Upon the terms and subject to the conditions set forth in this Agreement, and in accordance with the provisions of the DGCL (including Section 251(h) of the DGCL), at the Effective Time, Merger Sub shall be merged with and into the Company, the separate corporate existence of Merger Sub shall thereupon cease, and the Company shall be the surviving corporation in the Merger. The Company, as the surviving corporation after the Merger, is hereinafter referred to as the “",989,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[545]/b/u,Surviving Corporation,990,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[545],.”,991,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[51]/p/font,-,992,/html/body/document/type/sequence/filename/description/text/div[51]/p/font,-,n,46,"[0.3247690728703387, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,95.0,0.3247690728703387,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.3247690728703387,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[51]/p/font,21,993,/html/body/document/type/sequence/filename/description/text/div[51]/p/font,21,n,46,"[0.3247690728703387, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,96.0,0.3247690728703387,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.3247690728703387,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[51]/p/font,-,994,/html/body/document/type/sequence/filename/description/text/div[51]/p/font,-,n,46,"[0.3247690728703387, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,97.0,0.3247690728703387,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.3247690728703387,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[549],Section 2.04.,995,/html/body/document/type/sequence/filename/description/text/p[549],Section 2.04.,ssn,47,"[0.32639981753905806, 0.07222222222222222, 0.048828125, 0.00034211426616489907]",1.0,98.0,0.32639981753905806,0.07222222222222222,0.048828125,0.00034211426616489907,0.32639981753905806,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[549]/u,Closing,996,/html/body/document/type/sequence/filename/description/text/p[549]/u,Closing,sst,48,"[0.32639981753905806, 0.1363388888888889, 0.031125208333333335, 0.00034211426616489907]",2.0,99.0,0.32639981753905806,0.1363388888888889,0.031125208333333335,0.00034211426616489907,0.32639981753905806,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[549],. The closing of the Merger (the “,997,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[549]/b[1]/u,Closing,998,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[549],”) shall take place at 9:00 a.m. (New York time) on a date to be specified by Parent and the Company (the “,999,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[549]/b[2]/u,Closing Date,1000,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[549],"”), which date shall be as soon as practicable following the Offer Acceptance Time, subject to the satisfaction or, to the extent permitted by applicable Law, waiver of the conditions set forth in Article VII (other than those conditions that by their nature are to be satisfied at the Closing, but subject to the satisfaction or, to the extent permitted by applicable Law, waiver of those conditions at such time) (but in no event later than the second Business Day following such satisfaction or waiver of such conditions), remotely via electronic exchange of documents and signatures, unless another date, time or place is agreed to in writing by Parent and the Company.",1001,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[551],Section 2.05.,1002,/html/body/document/type/sequence/filename/description/text/p[551],Section 2.05.,ssn,49,"[0.32816740791424337, 0.07222222222222222, 0.04865451388888889, 0.00034211426616489907]",1.0,100.0,0.32816740791424337,0.07222222222222222,0.04865451388888889,0.00034211426616489907,0.32816740791424337,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[551]/u,Effective Time,1003,/html/body/document/type/sequence/filename/description/text/p[551]/u,Effective Time,sst,50,"[0.32816740791424337, 0.13512361111111112, 0.057486944444444445, 0.00034211426616489907]",2.0,101.0,0.32816740791424337,0.13512361111111112,0.057486944444444445,0.00034211426616489907,0.32816740791424337,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[551],". Subject to the provisions of this Agreement, as soon as practicable on the Closing Date, the Parties shall cause the Merger to be consummated by filing a certificate of merger executed in accordance with, and in such form as is required by, the relevant provisions of the DGCL (the “",1004,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[551]/b[1]/u,Certificate of Merger,1005,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[551],"”), and shall make all other filings, recordings or publications required under the DGCL in connection with the Merger. The Merger shall become effective at the time that the Certificate of Merger is filed with the Secretary of State of the State of Delaware or, to the extent permitted by applicable Law, at such later time as is agreed to by the Parties prior to the filing of such Certificate of Merger and specified in the Certificate of Merger (the time at which the Merger becomes effective is herein referred to as the “",1006,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[551]/b[2]/u,Effective Time,1007,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[551],”).,1008,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[553],Section 2.06.,1009,/html/body/document/type/sequence/filename/description/text/p[553],Section 2.06.,ssn,51,"[0.3299349982894287, 0.07222222222222222, 0.048806388888888885, 0.00034211426616489907]",1.0,102.0,0.3299349982894287,0.07222222222222222,0.048806388888888885,0.00034211426616489907,0.3299349982894287,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[553]/u,Merger Without Meeting of Stockholders,1010,/html/body/document/type/sequence/filename/description/text/p[553]/u,Merger Without Meeting of Stockholders,sst,52,"[0.3299349982894287, 0.13618194444444445, 0.15619027777777778, 0.00034211426616489907]",2.0,103.0,0.3299349982894287,0.13618194444444445,0.15619027777777778,0.00034211426616489907,0.3299349982894287,1.0,s_sst
