,xpaths,text,all_nodes_ordering
1114,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[25]/td[3],Section 3.7(a),1114
1115,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[26]/td[1],“Company Securities”,1115
1116,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[26]/td[3],Section 3.5(b),1116
1117,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[27]/td[1],“Company Special Voting Stock”,1117
1118,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[27]/td[3],Section 3.5(a),1118
1119,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[28]/td[1],“Company Stock”,1119
1120,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[28]/td[3],Recitals,1120
1121,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[29]/td[1],“Company Stockholder Approval”,1121
1122,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[29]/td[3],Section 3.2(a),1122
1123,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[30]/td[1],“Company Subsidiary Securities”,1123
1124,/html/body/document/type/sequence/filename/description/text/center[21]/div/table/tbody/tr[30]/td[3],Section 3.6(b),1124
1125,/html/body/document/type/sequence/filename/description/text/center[21]/div/p[9],20,1125
1126,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[2]/td[1],“Company”,1126
1127,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[2]/td[3],Preamble,1127
1128,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[3]/td[1],“Consent Solicitation Documents”,1128
1129,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[3]/td[3],Section 7.3(g)(i),1129
1130,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[4]/td[1],“Consent Solicitation”,1130
1131,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[4]/td[3],Section 7.3(g)(i),1131
1132,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[5]/td[1],“Continuation Period,1132
1133,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[5]/td[3],Section 6.3(a),1133
1134,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[6]/td[1],“D&O Insurance”,1134
1135,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[6]/td[3],Section 6.2(c),1135
1136,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[7]/td[1],“Debt Commitment Letter”,1136
1137,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[7]/td[3],Section 4.6(a),1137
1138,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[8]/td[1],“Debt Financing Parties”,1138
1139,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[8]/td[3],Section 7.3(a),1139
1140,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[9]/td[1],“Debt Financing Source Party”,1140
1141,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[9]/td[3],Section 10.8,1141
1142,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[10]/td[1],“Debt Financing”,1142
1143,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[10]/td[3],Section 4.6(a),1143
1144,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[11]/td[1],“Debt Letters”,1144
1145,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[11]/td[3],Section 4.6(a),1145
1146,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[12]/td[1],“Debt Tender Offer Documents”,1146
1147,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[12]/td[3],Section 7.3(g)(ii),1147
1148,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[13]/td[1],“Debt Tender Offer”,1148
1149,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[13]/td[3],Section 7.3(g)(ii),1149
1150,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[14]/td[1],“DGCL”,1150
1151,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[14]/td[3],Recitals,1151
1152,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[15]/td[1],“Effective Time”,1152
1153,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[15]/td[3],Section 2.3,1153
1154,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[16]/td[1],“Employee Census,1154
1155,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[16]/td[3],Section 3.19(a),1155
1156,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[17]/td[1],“End Date”,1156
1157,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[17]/td[3],Section 9.1(b)(i),1157
1158,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[18]/td[1],“Enforceability Exceptions”,1158
1159,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[18]/td[3],Section 3.2(a),1159
1160,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[19]/td[1],“Equity Commitment Letter”,1160
1161,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[19]/td[3],Section 4.6(a),1161
1162,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[20]/td[1],“Equity Financing”,1162
1163,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[20]/td[3],Section 4.6(a),1163
1164,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[21]/td[1],“Expense Reimbursement”,1164
1165,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[21]/td[3],Section 9.3(c),1165
1166,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[22]/td[1],“Financing Commitment Letters”,1166
1167,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[22]/td[3],Section 4.6(a),1167
1168,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[23]/td[1],“Guaranteed Obligations”,1168
1169,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[23]/td[3],Section 10.11(a),1169
1170,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[24]/td[1],“Guarantors”,1170
1171,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[24]/td[3],Section 10.11(a),1171
1172,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[25]/td[1],“Leased Real Properties”,1172
1173,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[25]/td[3],Section 3.14(a),1173
1174,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[26]/td[1],“Material Customer”,1174
1175,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[26]/td[3],Section 3.21(a),1175
1176,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[27]/td[1],“Material Supplier”,1176
1177,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[27]/td[3],Section 3.21(a),1177
1178,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[28]/td[1],“Merger Amounts”,1178
1179,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[28]/td[3],Section 4.6(a),1179
1180,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[29]/td[1],“Merger Consideration”,1180
1181,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[29]/td[3],Recitals,1181
1182,/html/body/document/type/sequence/filename/description/text/center[22]/div/table/tbody/tr[30]/td[1],“Merger Sub”,1182
